"","ORF","GENENAME"
"4971","PF3D7_0304700","conserved Plasmodium protein, unknown function"
"4972","PF3D7_0304800","conserved Plasmodium membrane protein, unknown function"
"4973","PF3D7_0304900","conserved Plasmodium protein, unknown function"
"4974","PF3D7_0305000","elongation factor Ts (EF-Ts)"
"4975","PF3D7_0305100","conserved Plasmodium protein, unknown function"
"4976","PF3D7_0305200","conserved Plasmodium protein, unknown function"
"4977","PF3D7_0305300","conserved Plasmodium membrane protein, unknown function"
"4978","PF3D7_0305400","conserved Plasmodium protein, unknown function"
"4979","PF3D7_0305500","conserved Plasmodium protein, unknown function"
"4980","PF3D7_0305600","AP endonuclease (DNA-[apurinic or apyrimidinic site] lyase), putative"
"4981","PF3D7_0305700","ubiquitin-conjugating enzyme E2, putative"
"4982","PF3D7_0305800","P-loop containing nucleoside triphosphate hydrolase, putative"
"4983","PF3D7_0305900","conserved Plasmodium protein, unknown function"
"4984","PF3D7_0306000","conserved Plasmodium protein, unknown function"
"4985","PF3D7_0306100","conserved Plasmodium protein, unknown function"
"4986","PF3D7_0306200","activator of Hsp90 ATPase (AHA1)"
"4987","PF3D7_0306300","glutaredoxin 1 (GRX1)"
"4988","PF3D7_0306400","FAD-dependent glycerol-3-phosphate dehydrogenase, putative"
"4989","PF3D7_0306500","conserved Plasmodium protein, unknown function"
"4990","PF3D7_0306600","conserved Plasmodium protein, unknown function"
"4991","PF3D7_0306700","membrane magnesium transporter, putative"
"4992","PF3D7_0306800","T-complex protein 1 subunit beta (CCT2)"
"4993","PF3D7_0306900","40S ribosomal protein S23, putative"
"4994","PF3D7_0307000","small nucleolar RNA snoR03"
"4995","PF3D7_0307100","40S ribosomal protein S12, putative"
"4996","PF3D7_0307200","60S ribosomal protein L7, putative"
"4997","PF3D7_0307300","EB1 homolog, putative"
"4998","PF3D7_0307400","ATP-dependent Clp protease proteolytic subunit (ClpP)"
"4999","PF3D7_0307500","conserved protein, unknown function"
"5000","PF3D7_0307600","conserved Plasmodium protein, unknown function"
"5001","PF3D7_0307700","conserved Plasmodium protein, unknown function"
"5002","PF3D7_0307800","conserved Plasmodium protein, unknown function"
"5003","PF3D7_0307900","conserved Plasmodium protein, unknown function"
"5004","PF3D7_0308000","DNA polymerase epsilon subunit b, putative"
"5005","PF3D7_0308100","conserved Plasmodium protein, unknown function"
"5006","PF3D7_0308200","T-complex protein 1 subunit eta (CCT7)"
"5007","PF3D7_0308300","conserved Plasmodium protein, unknown function"
"5008","PF3D7_0308400","U4 spliceosomal RNA"
"5009","PF3D7_0308500","activator of Hsp90 ATPase, putative"
"5010","PF3D7_0308600","pre-mRNA-processing factor 19, putative (PRPF19)"
"5011","PF3D7_0308700","conserved Plasmodium protein, unknown function"
"5012","PF3D7_0308800","conserved protein, unknown function"
"5013","PF3D7_0308900","splicing factor 3B subunit 1, putative (SF3B1)"
"5014","PF3D7_0309000","dual specificity protein phosphatase (YVH1)"
"5015","PF3D7_0309100","conserved Plasmodium protein, unknown function"
"5016","PF3D7_0309200","serine/threonine protein kinase, putative (ARK2)"
"5017","PF3D7_0309300","N2227-like protein, putative"
"5018","PF3D7_0309400","small nucleolar RNA Me18S-Um1356"
"5019","PF3D7_0309500","asparagine synthetase, putative"
"5020","PF3D7_0309600","60S acidic ribosomal protein P2 (PfP2)"
"5021","PF3D7_0309700","SECIS-binding protein 2, putative (SBP2)"
"5022","PF3D7_0309800","YTH domain-containing protein, putative"
"5023","PF3D7_0309900","conserved Plasmodium protein, unknown function"
"5024","PF3D7_0310000","50S ribosomal protein L9, apicoplast, putative"
"5025","PF3D7_0310100","calcium-dependent protein kinase 3 (CDPK3)"
"5026","PF3D7_0310200","phd finger protein, putative"
"5027","PF3D7_0310300","phosphoglycerate mutase, putative"
"5028","PF3D7_0310400","parasite-infected erythrocyte surface protein (PIESP1)"
"5029","PF3D7_0310500","DEAD box helicase, putative"
"5030","PF3D7_0310600.1","eukaryotic translation initiation factor 3 subunit K, putative (EIF3K)"
"5031","PF3D7_0310700","trafficking protein particle complex subunit 4, putative"
"5032","PF3D7_0310800","conserved Plasmodium protein, unknown function"
"5033","PF3D7_0310900","conserved Plasmodium protein, unknown function"
"5034","PF3D7_0311000","conserved Plasmodium protein, unknown function"
"5035","PF3D7_0311100","pre-mRNA splicing factor, putative"
"5036","PF3D7_0311200","valine--tRNA ligase, putative"
"5037","PF3D7_0311300","phosphatidylinositol 3- and 4-kinase, putative"
"5038","PF3D7_0311400","protein kinase, putative"
"5039","PF3D7_0311500","conserved Plasmodium protein, unknown function"
"5040","PF3D7_0311600","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1, putative"
"5041","PF3D7_0311700","plasmepsin VI"
"5042","PF3D7_0311800","conserved protein, unknown function"
"5043","PF3D7_0311900","conserved Plasmodium protein, unknown function"
"5044","PF3D7_0312000","conserved Plasmodium protein, unknown function"
"5045","PF3D7_0312100","E3 ubiquitin-protein ligase, putative"
"5046","PF3D7_0312200","TPR domain containing protein"
"5047","PF3D7_0312300","26S proteasome regulatory subunit RPN12, putative (RPN12)"
"5048","PF3D7_0312400","glycogen synthase kinase 3 (GSK3)"
"5049","PF3D7_0312500","transporter, putative"
"5050","PF3D7_0312600","tRNA Valine"
"5051","PF3D7_0312700","tRNA Isoleucine"
"5052","PF3D7_0312800","60S ribosomal protein L26, putative"
"5053","PF3D7_0312900","hypothetical protein"
"5054","PF3D7_0313000","conserved Plasmodium protein, unknown function"
"5055","PF3D7_0313100","ubiquitin-protein ligase, putative (HRD3)"
"5056","PF3D7_0313200","conserved Plasmodium protein, unknown function"
"5057","PF3D7_0313300","apicoplast conserved ycf19 protein precursor, unknown function"
"5058","PF3D7_0313400","conserved Plasmodium protein, unknown function"
"5059","PF3D7_0313500","GTP-binding protein EngA, putative"
"5060","PF3D7_0313600","conserved Plasmodium protein, unknown function"
"5061","PF3D7_0313700.1","conserved Plasmodium protein, unknown function"
"5062","PF3D7_0313800","conserved Plasmodium protein, unknown function"
"5063","PF3D7_0313900","conserved Plasmodium protein, unknown function"
"5064","PF3D7_0314000","co-chaperone p23 (P23)"
"5065","PF3D7_0314100.1","vesicle transport v-SNARE protein, putative"
"5066","PF3D7_0314200","conserved Plasmodium protein, unknown function"
"5067","PF3D7_0314300","DER1-like protein (Der1-2)"
"5068","PF3D7_0314400","serine/threonine protein phosphatase 6, putative (PPP6)"
"5069","PF3D7_0314500","conserved Plasmodium protein, unknown function"
"5070","PF3D7_0314600","conserved Plasmodium protein, unknown function"
"5071","PF3D7_0314700","zinc finger protein, putative"
"5072","PF3D7_0314800","conserved Plasmodium protein, unknown function"
"5073","PF3D7_0314900","conserved Plasmodium membrane protein, unknown function"
"5074","PF3D7_0315000","zinc finger protein, putative"
"5075","PF3D7_0315100","eukaryotic translation initiation factor 4E (eIF4E)"
"5076","PF3D7_0315200","circumsporozoite- and TRAP-related protein (CTRP)"
"5077","PF3D7_0315300","conserved Plasmodium protein, unknown function"
"5078","PF3D7_0315400","conserved Plasmodium protein, unknown function"
"5079","PF3D7_0315500","mitochondrial ribosomal protein L29/L47 precursor, putative"
"5080","PF3D7_0315600","conserved Plasmodium protein, unknown function"
"5081","PF3D7_0315700","conserved Plasmodium membrane protein, unknown function"
"5082","PF3D7_0315800","zinc finger protein, putative"
"5083","PF3D7_0315900","conserved Plasmodium protein, unknown function"
"5084","PF3D7_0316000","microneme associated antigen (MA)"
"5085","PF3D7_0316100","mitochondrial ribosomal protein L27 precursor, putative"
"5086","PF3D7_0316200","conserved Plasmodium protein, unknown function"
"5087","PF3D7_0316300.2","inorganic pyrophosphatase, putative"
"5088","PF3D7_0316400","conserved Plasmodium protein, unknown function"
"5089","PF3D7_0316500","kinetochore protein NUF2, putative (NUF2)"
"5090","PF3D7_0316600","formate-nitrite transporter (FNT)"
"5091","PF3D7_0316700","HVA22/TB2/DP1 family protein, putative"
"5092","PF3D7_0316800","40S ribosomal protein S15A, putative"
"5093","PF3D7_0316900","E3 ubiquitin-protein ligase, putative"
"5094","PF3D7_0317000","proteasome subunit alpha type-3, putative"
"5095","PF3D7_0317100","6-cysteine protein (B9)"
"5096","PF3D7_0317200","cdc2-related protein kinase 4 (CRK4)"
"5097","PF3D7_0317300","conserved Plasmodium protein, unknown function"
"5098","PF3D7_0317400","conserved Plasmodium protein, unknown function"
"5099","PF3D7_0317500","kinesin-5 (EG5)"
"5100","PF3D7_0317600","40S ribosomal protein S11, putative (RPS11)"
"5101","PF3D7_0317700","CPSF (cleavage and polyadenylation specific factor), subunit A, putative"
"5102","PF3D7_0317800","proteasome regulatory protein, putative"
"5103","PF3D7_0317900","conserved Plasmodium protein, unknown function"
"5104","PF3D7_0318000","conserved Plasmodium protein, unknown function"
"5105","PF3D7_0318100","stomatin-like protein"
"5106","PF3D7_0318200","DNA-directed RNA polymerase II subunit RPB1 (RPB1)"
"5107","PF3D7_0318300","conserved Plasmodium protein, unknown function"
"5108","PF3D7_0318400","conserved Plasmodium protein, unknown function"
"5109","PF3D7_0318500","conserved Plasmodium protein, unknown function"
"5110","PF3D7_0318600","cleavage and polyadenylation specificity factor, putative"
"5111","PF3D7_0318700","trophozoite stage antigen"
"5112","PF3D7_0318800","triosephosphate isomerase, putative"
"5113","PF3D7_0318900","conserved protein, unknown function"
"5114","PF3D7_0319000","P-type ATPase, putative (ATPase7)"
"5115","PF3D7_0319100","E3 ubiquitin-protein ligase RBX1, putative (RBX1)"
"5116","PF3D7_0319200","endonuclease/exonuclease/phosphatase family protein, putative"
"5117","PF3D7_0319300","ubiquitin-conjugating enzyme, putative"
"5118","PF3D7_0319400","kinesin-8, putative"
"5119","PF3D7_0319500","RNA-binding protein, putative"
"5120","PF3D7_0319600","elongation factor 1 (EF-1), putative"
"5121","PF3D7_0319700","ABC transporter I family member 1, putative (ABCI3)"
"5122","PF3D7_0319800","conserved Plasmodium protein, unknown function"
"5123","PF3D7_0319900","conserved Plasmodium protein, unknown function"
"5124","PF3D7_0320000","protein phosphatase inhibitor 2 (I2)"
"5125","PF3D7_0320100","protein transport protein SEC22 (SEC22)"
"5126","PF3D7_0320200","CPW-WPC family protein"
"5127","PF3D7_0320300","T-complex protein 1 subunit epsilon (CCT5)"
"5128","PF3D7_0320400","oocyst capsule protein (Cap380)"
"5129","PF3D7_0320500","nicotinamidase, putative (Nico)"
"5130","PF3D7_0320600","conserved Plasmodium protein, unknown function"
"5131","PF3D7_0320700","signal peptidase complex subunit 2, putative (SPC2)"
"5132","PF3D7_0320800","ATP-dependent RNA helicase DDX6 (DOZI)"
"5133","PF3D7_0320900","histone H2A variant, putative (H2A.Z)"
"5134","PF3D7_0321000","conserved Plasmodium protein, unknown function"
"5135","PF3D7_0321100","conserved Plasmodium protein, unknown function"
"5136","PF3D7_0321200","UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative (ALG7)"
"5137","PF3D7_0321300","conserved Plasmodium protein, unknown function"
"5138","PF3D7_0321400","protein kinase, putative"
"5139","PF3D7_0321500","peptidase, putative"
"5140","PF3D7_0321600","ATP-dependent RNA helicase, putative"
"5141","PF3D7_0321700","microtubule and actin binding protein, putative"
"5142","PF3D7_0321800","WD repeat-containing protein, putative"
"5143","PF3D7_0321900","cyclic amine resistance locus protein (CARL)"
"5144","PF3D7_0322000","peptidyl-prolyl cis-trans isomerase (CYP19A)"
"5145","PF3D7_0322100","RNA triphosphatase (Prt1)"
"5146","PF3D7_0322200","conserved Plasmodium protein, unknown function"
"5147","PF3D7_0322300","diacylglycerol O-acyltransferase (DGAT)"
"5148","PF3D7_0322400","regulator of initiation factor 2 (eIF2)"
"5149","PF3D7_0322500","iron-sulfur assembly protein, putative (IscA2)"
"5150","PF3D7_0322600","conserved Plasmodium protein, unknown function"
"5151","PF3D7_0322700","conserved Plasmodium protein, unknown function"
"5152","PF3D7_0322800","conserved Plasmodium protein, unknown function"
"5153","PF3D7_0322900","40S ribosomal protein S3A, putative"
"5154","PF3D7_0323000","translation machinery-associated protein 7, putative (TMA7)"
"5155","PF3D7_0323100","conserved Plasmodium protein, unknown function"
"5156","PF3D7_0323200","conserved Plasmodium protein, unknown function"
"5157","PF3D7_0323300","conserved protein, unknown function"
"5158","PF3D7_0323400","Rh5 interacting protein (RIPR)"
"5159","PF3D7_0323500","survival motor neuron-like protein (SMN)"
"5160","PF3D7_0323600","conserved Plasmodium protein, unknown function"
"5161","PF3D7_0323700","U4/U6.U5 tri-snRNP-associated protein 1, putative (SART1)"
"5162","PF3D7_0323800","conserved Plasmodium protein, unknown function"
"5163","PF3D7_0323900","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene (VAR)"
"5164","PF3D7_0324000","exported protein family 1 (EPF1)"
"5165","PF3D7_0324100","Pfmc-2TM Maurer's cleft two transmembrane protein (MC-2TM)"
"5166","PF3D7_0324200","exported protein family 3 (EPF3)"
"5167","PF3D7_0324300","exported protein family 4 (EPF4)"
"5168","PF3D7_0324400","rifin (RIF)"
"5169","PF3D7_0324500","rifin (RIF)"
"5170","PF3D7_0324600","stevor"
"5171","PF3D7_0324700","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene (VAR)"
"5172","PF3D7_0324800","rifin (RIF)"
"5173","PF3D7_0324900","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"5174","PF3D7_0200100","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"5175","PF3D7_0200200","rifin (RIF)"
"5176","PF3D7_0200300","erythrocyte membrane protein 1 (PfEMP1), exon 2"
"5177","PF3D7_0200400","stevor"
"5178","PF3D7_0200500","rifin (RIF)"
"5179","PF3D7_0200600","rifin (RIF)"
"5180","PF3D7_0200700","rifin (RIF)"
"5181","PF3D7_0200800","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene"
"5182","PF3D7_0200900","stevor, pseudogene"
"5183","PF3D7_0201000","rifin (RIF)"
"5184","PF3D7_0201200","rifin (RIF)"
"5185","PF3D7_0201300","stevor"
"5186","PF3D7_0201400","Plasmodium exported protein (hyp10), unknown function"
"5187","PF3D7_0201500","Plasmodium exported protein (hyp9), unknown function"
"5188","PF3D7_0201600","PHISTb domain-containing RESA-like protein 1 (RLP1)"
"5189","PF3D7_0201700","DnaJ protein, putative"
"5190","PF3D7_0201800","knob associated heat shock protein 40 (KAHsp40)"
"5191","PF3D7_0201900","erythrocyte membrane protein 3 (EMP3)"
"5192","PF3D7_0202000","knob-associated histidine-rich protein (KAHRP)"
"5193","PF3D7_0202100","liver stage associated protein 2 (LSAP2)"
"5194","PF3D7_0202200","EMP1-trafficking protein (PTP1)"
"5195","PF3D7_0202300","Plasmodium exported protein (hyp11), unknown function"
"5196","PF3D7_0202400","gamete antigen 27/25, putative"
"5197","PF3D7_0202500","early transcribed membrane protein 2 (ETRAMP2)"
"5198","PF3D7_0202700","octaprenyl pyrophosphate synthase (OPP)"
"5199","PF3D7_0202800","conserved Plasmodium protein, unknown function"
"5200","PF3D7_0202900","palmitoyltransferase, putative (DHHC12)"
"5201","PF3D7_0203000","repetitive organellar protein, putative (ROPE)"
"5202","PF3D7_0203100","protein kinase, putative"
"5203","PF3D7_0203200","conserved Plasmodium protein, unknown function"
"5204","PF3D7_0203300","ERCC1 nucleotide excision repair protein, putative (ERCC1)"
"5205","PF3D7_0203400","conserved Plasmodium protein, unknown function"
"5206","PF3D7_0203500","tRNA Glutamine"
"5207","PF3D7_0203600","conserved Plasmodium protein, unknown function"
"5208","PF3D7_0203700","protein MAK16, putative (MAK16)"
"5209","PF3D7_0203800","conserved Plasmodium protein, unknown function"
"5210","PF3D7_0203900","5'-3' exonuclease, N-terminal resolvase-like domain, putative"
"5211","PF3D7_0204000","conserved Plasmodium protein, unknown function"
"5212","PF3D7_0204100","conserved Plasmodium protein, unknown function"
"5213","PF3D7_0204200","conserved Plasmodium protein, unknown function"
"5214","PF3D7_0204300","conserved Plasmodium protein, unknown function"
"5215","PF3D7_0204400","dynein light chain, putative"
"5216","PF3D7_0204500","aspartate transaminase (AspAT)"
"5217","PF3D7_0204600","conserved Plasmodium protein, unknown function"
"5218","PF3D7_0204700","hexose transporter (HT)"
"5219","PF3D7_0204800","3'-5' exonuclease, putative"
"5220","PF3D7_0204900","ubiE/COQ5 methyltransferase, putative"
"5221","PF3D7_0205000","conserved Plasmodium protein, unknown function"
"5222","PF3D7_0205100","conserved Plasmodium protein, unknown function"
"5223","PF3D7_0205200","conserved Plasmodium protein, unknown function"
"5224","PF3D7_0205300","conserved Plasmodium protein, unknown function"
"5225","PF3D7_0205400","PCI domain-containing protein, putative"
"5226","PF3D7_0205500","DNA-directed RNA polymerase II 16 kDa subunit, putative"
